"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Hazel","https://cf.bstatic.com/static/img/review/avatars/ava-h/41b962c4f1fcefa6bb9c4a8bc7bfed064a71691b.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Couple

","
Excellent for stay.
"," 9.0 ","Didn’t have time for much breakfast! What we had was good.","Don’t know.","
Reviewed: 30 August 2023
","2024-05-01T11:32:29.061Z"
"Carey","https://graph.facebook.com/v2.9/112729856296797153433/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

August 2023


","




Family

","
Very handy for Bristol Airport
"," 9.0 ","The closeness to the airport.  We could walk from the hotel to the terminal within 5 or so minutes.","It was quite a basic hotel and seemed very expensive for the facilities available.","
Reviewed: 30 August 2023
","2024-05-01T11:32:29.061Z"
"Beth","https://lh6.googleusercontent.com/-ieG0bB1zFtQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclLnbJxvT_tcbC680YkwmMKRnqmXw/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Solo traveller

","
Super convenient for Bristol Airport, bit pricey but can walk to the terminal
"," 8.0 ","The shower design was really nice, very modern with quality soap and lotion provided.  Lovely touch that they give you a breakfast bag to go if you leave early for a flight before the cooked breakfast starts.","The mattress was good, not the most comfy I've ever had at a hotel, but good for the night.  The pillows were very nice.","
Reviewed: 30 August 2023
","2024-05-01T11:32:29.061Z"
"Sonia","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

August 2023


","




Couple

","
Nice relaxing way to start a holiday
"," 9.0 ","Convenient location to Bristol Airport, great way to start a holiday","Limited evening meal menu","
Reviewed: 30 August 2023
","2024-05-01T11:32:29.061Z"
"Maire","https://lh3.googleusercontent.com/-m0paK81ObR0/AAAAAAAAAAI/AAAAAAAAAAA/BTWpU3trzKI/photo.jpg?sz=50","
                                    
                                Ireland","






Queen Room


","




1 night · 

August 2023


","




Couple

","
An ideal spot for that early morning flight.
"," 9.0 ","This hotel is so close to the airport which was ideal for us with an early morning flight. A good choice of food available for the evening and a lovely choice for breakfast the following morning at 4am. The staff were so welcoming and helpful.","Nothing.","
Reviewed: 28 August 2023
","2024-05-01T11:32:29.061Z"
"Julie","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Family

","
Great location, care with parking charges!
"," 8.0 ","Room was fine and great location for early flight","Car parking charges not as advertised and managers attitude when challenged left allot to be desired. Get you don't own car park but don't advertise one rate on website and another at entrance to car park","
Reviewed: 28 August 2023
","2024-05-01T11:32:29.061Z"
"Kirsteen","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2023


","




Family

","
Very good
"," 8.0 ","Large comfortable beds","No charge points for phone in room","
Reviewed: 28 August 2023
","2024-05-01T11:32:29.061Z"
"Sally","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2023


","




Group

","
Very good
"," 8.0 ","Friendly and welcoming and excellent location","","
Reviewed: 27 August 2023
","2024-05-01T11:32:29.061Z"
"Jerry","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2023


","




Family

","
Very good
"," 8.0 ","All","Nothing","
Reviewed: 27 August 2023
","2024-05-01T11:32:29.061Z"
"Seamus","https://lh3.googleusercontent.com/a/ACg8ocIXStX04Aeccj0o9dHvy8ISfg8U5tF9wvhtzEf4P2Yj=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Solo traveller

","
Ideal location to airport for early flight
"," 7.0 ","Great location from the hotel - literally across the road. Nice early breakfast offering.","Quite expensive for basic room but I did book it quite late. Food area was too busy for dinner.","
Reviewed: 27 August 2023
","2024-05-01T11:32:37.908Z"
"Emma","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Couple

","
Great for early flights
"," 8.0 ","The staff were helpful, the room was great - spacious, well presented and modern, and the restaurant served a good choice of food. Service was good too.","I wasn't impressed that I had to pay an additional fee for parking at the hotel. This should be included as part of the room price, as you would expect patrons of the property to be the only ones using the parking available.","
Reviewed: 26 August 2023
","2024-05-01T11:32:37.908Z"
"Christopher","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2023


","




Couple

","
As expected. Nice place to stay.
"," 9.0 ","All good, as expected. Clean and spotless. Lovely buffet breakfast. Ideally situated a short walk from the airport.","N/A","
Reviewed: 26 August 2023
","2024-05-01T11:32:37.908Z"
"Martha","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

August 2023


","




Family

","
very comfortable beds and helpful staff.
"," 9.0 ","the hotel is in a super handy location a very short walk from the airport so is ideal.","the prices are rather high I guess it is a captive market.","
Reviewed: 26 August 2023
","2024-05-01T11:32:37.908Z"
"Doreen","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                Singapore","






Queen Room


","




1 night · 

August 2023


","




Solo traveller

","
A comfortable clean room and great location to the airport
"," 9.0 ","Location to airport. Able to walk there","A little expensive for a single traveler","
Reviewed: 26 August 2023
","2024-05-01T11:32:37.908Z"
"Lynda","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2023


","




Family

","
Excellent definitely recommend the hotel
"," 9.0 ","Early breakfast, 5 o’clock was more than adequate 
Nice quiet room","Nothing to dislike at all","
Reviewed: 26 August 2023
","2024-05-01T11:32:37.908Z"
"Julia","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

August 2023


","




Family

","
We thoroughly enjoyed our short stay and wished we'd got up earlier for a full breakfast.
"," 8.0 ","Exceptionally clean, very quiet and the early breakfast was fantastic.","The frosted glass on the bathroom door although opaque, still allowed the silhouette image of the person in the bathroom and what they were doing could be seen by occupants in the bedroom.","
Reviewed: 24 August 2023
","2024-05-01T11:32:37.908Z"
"Krustine","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

August 2023


","




Couple

","
A comfortable place to rest weary heads 😊
"," 9.0 ","Our easy jet flight was cancelled and delayed 12 hrs - last minute booking - met all our needs - we booked in at 2345hrs and left at 0445 - comfortable place to rest weary heads","","
Reviewed: 23 August 2023
","2024-05-01T11:32:37.908Z"
"Pierce","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

August 2023


","




Group

","
Adequate
"," 8.0 ","Location","The system for serving drinks at the bar","
Reviewed: 22 August 2023
","2024-05-01T11:32:37.908Z"
"Julie","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

August 2023


","




Couple

","
Convenient overnight stop for early or late flights
"," 9.0 ","Our plane was delayed so we were late getting back to Bristol airport and rather than drive 2 hours in the middle of the night we found this hotel a convenient place to stay.  Very comfortable bed and nice buffet breakfast.  Staff very helpful too.","Parking a little expensive but that’s airport hotels for you...","
Reviewed: 21 August 2023
","2024-05-01T11:32:37.908Z"
